日付,平均気温,降水量,平均風速,平均蒸気圧,平均雲量,平均湿度,平均現地気圧,日照時間,最高気温(℃),最低気温,天気概況(昼),天気概況(夜)
2012/8/13,29.8,0,5.2,29.3,7,71,1000.5,9.4,34.5,26.3,晴後一時薄曇,曇後一時雨
2012/8/14,28.6,1,3.4,29.7,8.8,76,1006,2.2,30.6,26.4,曇時々雨,晴後曇
2012/8/15,29.1,0,3.7,29.4,9.8,74,1009.9,3.1,33.4,25.9,曇,曇後晴
2012/8/16,30.1,0,3.5,29.1,6.3,69,1008.2,7,34.5,27.5,曇時々晴,晴後薄曇
2012/8/17,30.5,0,2.5,29.8,9,69,1009.2,8.3,35.7,27.5,晴時々薄曇,曇時々雨、雷を伴う
2012/8/18,28,8,2,28.9,9.5,77,1010.9,2.3,30.8,25.5,曇一時雨、雷を伴う,薄曇後晴
2012/8/19,29,0,3.9,27,3.5,68,1011.3,11.5,33.1,26.4,晴,晴
2012/8/20,29.1,0,2.5,26.4,3,67,1010.7,9.4,33,25,晴,晴
2012/8/21,29.7,0,3.7,27.7,2,67,1011.2,11.8,34,26.5,快晴,晴
2012/8/22,29.6,0,4.5,28.9,2,70,1011,11,33.5,27,晴,晴
2012/8/23,30.1,0,3.3,27.8,3.5,66,1012.8,11.7,34.2,26.8,晴,晴
2012/8/24,30,0,3,26.1,2.3,63,1013.9,10.6,35.2,27,晴,晴後一時薄曇
2012/8/25,29.9,0,2.9,26.9,4.3,65,1013.4,9.3,34.4,27,晴,晴
2012/8/26,30.1,0,2.8,26.3,5,63,1012.2,10.2,34.8,26.8,晴後一時薄曇,晴
2012/8/27,30,0,3.5,27,2,64,1012.4,10.9,35,27,晴,晴後一時薄曇
2012/8/28,29.6,0,4,26.6,7.8,65,1012.1,9.6,33.8,27.3,薄曇後時々晴,薄曇時々晴
2012/8/29,29.1,0,3.4,27.5,10,68,1009.6,7.4,32.5,26.7,薄曇,薄曇
2012/8/30,30.2,0,2.7,29.3,7,69,1007.5,9.9,35.6,26.9,晴一時薄曇,晴
2012/8/31,29.6,0,3.7,28.9,5.8,70,1008.1,7.9,33.8,27.6,晴,晴
2012/9/1,27.9,22.5,2.9,26.7,8.3,72,1010.5,4.3,31.4,24.3,曇時々雨,曇時々雨
2012/9/2,25.8,17.5,2.3,26.9,9.8,81,1009.6,2.3,28.6,23.7,曇時々雨、雷を伴う,曇時々晴一時雨
2012/9/3,26.9,0.5,2.6,25.8,10,73,1010.3,2.8,30.6,24.2,曇,曇一時雨、雷を伴う
2012/9/4,27.3,4.5,2.2,28,9.5,78,1012,4.6,31.4,24.1,曇後晴,曇後晴、雷を伴う
2012/9/5,28.6,0,2.2,26.5,8.3,69,1013.7,8.1,33.2,24.6,薄曇時々晴,薄曇後一時晴
2012/9/6,27.3,2,2.3,27.5,10,76,1013.1,3.5,32.9,23.7,曇後一時雨、雷を伴う,曇時々雨一時晴
2012/9/7,27.6,0,2.1,25.2,6.8,69,1015.7,6.4,31.4,23.8,晴,曇時々晴
2012/9/8,28.1,0,2.8,27.9,6.8,74,1015.7,6,32.5,25.8,晴時々曇,晴
2012/9/9,28.8,0,3.6,26.7,6,68,1012.6,10.2,32.8,26.2,晴,晴後時々曇
2012/9/10,28.9,0,3.5,26.8,6.3,68,1009.1,9.7,33.1,26.3,晴時々薄曇,晴
2012/9/11,28.7,0,2.7,24.8,4.8,64,1006.6,9.9,33.5,25.6,晴,曇時々雨、雷を伴う
2012/9/12,28.1,0,2.6,22.8,7.3,61,1005.9,9.4,32.9,24.4,晴時々薄曇,晴
2012/9/13,28.8,0,2.7,24.3,6,62,1006.6,11.4,33.8,25.3,晴一時薄曇,薄曇後晴
2012/9/14,28.8,0,3.8,26,3.5,66,1011.3,9.2,32.1,26.4,晴,晴時々曇
2012/9/15,28.3,0,3.1,27.4,8,72,1014.6,8.5,32.3,26.2,晴時々曇,晴後一時曇
2012/9/16,28.3,3.5,2.6,28.9,8.5,75,1014.9,4.6,31.7,26.1,曇後晴,曇時々雨一時晴
2012/9/17,27.9,8.5,4.6,29.2,7.5,78,1011.3,4.8,30.7,25.1,晴時々雨,曇時々雨
2012/9/18,28,5.5,4.6,28.8,8.5,77,1007.7,4.6,31.8,24.8,曇時々晴,曇時々大雨、雷を伴う
2012/9/19,26.7,36,3.9,29.2,10,84,1005.3,0.4,29.1,23.6,曇時々雨,曇後一時晴
2012/9/20,27.6,0,2.6,26.1,5.8,72,1007.3,9.5,31,24.8,晴,晴後曇
2012/9/21,24.7,16,2.4,24.7,10,79,1008.8,2,26.9,23.1,曇時々雨、雷を伴う,曇後雨
2012/9/22,22.3,10.5,2.5,22,9.3,82,1009.3,1.3,25.2,20,曇一時雨,雨時々曇
2012/9/23,20.3,45.5,2.7,21.3,10,89,1002.5,0,22.5,18.5,大雨,曇後時々晴
2012/9/24,23.2,21.5,2.2,20.1,7.5,72,1003.4,7.5,28.1,19,晴後一時曇,雨時々曇、雷を伴う
2012/9/25,20.4,7.5,2.6,19.1,9.8,80,1012.9,0,22.4,18,曇,曇
2012/9/26,21.8,0,2.8,17,10,66,1016.3,7,25.5,18.7,薄曇,薄曇
2012/9/27,21.2,0,3.9,15.4,10,61,1014.1,4.1,24.8,18.4,曇,曇時々雨
2012/9/28,22.3,0,3.9,19,9,70,1006.5,0.1,25.1,19.6,曇時々雨,晴
2012/9/29,24.9,0,2.6,23.4,5.5,74,1005,6,28.1,21.8,晴時々曇,薄曇後時々晴
2012/9/30,25.7,13,5.2,24.7,9.8,75,1001.4,6.2,29.5,22.3,薄曇後一時雨,雨後晴
2013/6/1,20.3,0,2.7,13.6,6.8,59,1007.2,6.7,26,16.6,曇一時晴,曇
2013/6/2,18.3,0,3.2,13.8,7.8,66,1004.9,7.3,23.3,14.7,曇後晴,薄曇
2013/6/3,20,0,2.4,14.3,6.8,62,1007.1,8.6,24.9,14.7,薄曇後晴,快晴
2013/6/4,23.2,0,2.8,16.8,0.3,61,1012.2,12.8,29.1,18.7,快晴,快晴
2013/6/5,22.8,0,3.8,18.9,5.8,69,1014.3,11.4,27.7,20,晴時々薄曇,薄曇
2013/6/6,22.6,0,3,18.1,10,66,1012.3,0.6,25.3,20.7,薄曇,曇
2013/6/7,22.2,0,2.8,17.2,9.3,65,1007.3,2.7,25.4,20.5,曇一時雨後晴,曇時々雨
2013/6/8,22.3,0.5,2.4,17.2,7,65,1005.9,6.6,27.7,18.7,曇一時雨後晴,晴
2013/6/9,23.6,0,2.9,18.6,5.8,65,1006.1,9.5,29.1,19.3,晴後薄曇,曇
2013/6/10,23.6,0,2.3,20,10,69,1007.7,0.9,27.5,21.5,曇,曇
2013/6/11,21.4,4.5,2,19.3,10,76,1010.2,0,23,19.8,雨一時曇,雨一時曇
2013/6/12,21.1,7,2.6,22.5,10,90,1009.9,0,24.1,19.3,雨後曇,雨
2013/6/13,21.4,41,3.3,23.6,10,93,1009,0,22.5,20.7,雨,雨一時曇
2013/6/14,23.5,11.5,2.1,25.4,10,88,1009.4,0.4,27,20.5,曇一時雨,曇時々晴
2013/6/15,26,0,2.6,25.8,10,77,1006.2,5.4,29.9,23.1,曇,曇後雨
2013/6/16,22.9,26.5,2.5,24,10,86,1003.1,1.6,25.2,21.2,雨後薄曇,曇後時々霧雨
2013/6/17,24.6,0,2.5,23.8,9.5,77,999,5.9,29.3,20.7,曇時々晴,曇
2013/6/18,26.9,0,2.5,25.7,10,73,995.5,4,30.2,23.8,薄曇後一時雨,曇後一時雨
2013/6/19,26.7,1,5.1,26.2,10,75,993.5,0,28,23.9,曇,雨一時曇
2013/6/20,22.3,9,3.1,23.7,10,88,1001.4,0,24.3,20.8,雨時々曇,曇時々雨
2013/6/21,21.8,13,2.1,22.9,10,88,1002.6,0,24,19.7,曇後雨,雨後晴
2013/6/22,22.8,0,2.4,20.5,8,75,1000.6,6.3,26.4,18.7,薄曇一時晴,曇時々晴
2013/6/23,23.4,1.5,2.7,21.2,9,75,1002.5,6.1,27.9,19.5,曇,雨時々曇
2013/6/24,23.3,3.5,2.1,21.6,10,76,1002.1,2.8,27.7,19.7,曇一時雨,曇
2013/6/25,24.1,0,2,22.9,9.8,76,1005.1,0.3,26.3,22.5,曇時々雨、雷を伴う,薄曇
2013/6/26,21.8,37.5,2.7,22.7,10,87,999.4,0,23.7,19.5,雨一時曇,雨後一時曇
2013/6/27,23,2.5,3.3,17.7,8.3,65,999.5,9.4,27.5,19,曇後晴,曇時々晴
2013/6/28,22.4,0,2.8,19.6,9.8,72,1005.3,3.7,25.5,19.3,曇,曇
2013/6/29,24,0,2.8,20.9,8.3,71,1008.7,5.6,28.5,21.2,曇後晴,曇一時晴
2013/6/30,24.2,0,3.6,21.7,9.8,73,1012.2,5.3,27.8,22,曇,薄曇
2013/7/1,23.8,0,3.8,20.7,9.8,71,1011.5,0.4,26.1,22.3,曇,晴時々曇
2013/7/2,24.3,0,3.2,19.8,7.5,66,1010.4,8.5,27.9,22,晴時々薄曇,曇
2013/7/3,24.1,0,5.2,21.4,10,72,1004.9,1.5,27.4,22.3,曇後一時雨,曇時々雨
2013/7/4,25.2,0.5,3.9,26.6,10,83,1001.6,0,27.3,23.2,曇,曇後雨
2013/7/5,26.8,2,5.9,28.7,10,82,1000.5,0,28.9,24.2,雨後曇,曇
2013/7/6,29.2,0,6.4,28.8,9.5,71,1003.5,8.8,33.7,26.8,薄曇時々晴,薄曇一時晴
2013/7/7,29.5,7.5,3.5,29.6,5.3,73,1007.1,11.1,35.4,25.8,晴後一時雨、雷を伴う,晴
2013/7/8,29.4,4.5,2.1,29.1,4.3,72,1008.5,9.8,35.3,25.7,晴後一時雨、雷を伴う,晴一時雨、雷を伴う
2013/7/9,30.1,0,2.5,29,1,69,1005.3,12.8,35.4,25.7,晴,晴
2013/7/10,30.2,0,2.6,29.3,7.3,69,1002.6,10.8,35.3,26.9,晴後薄曇,薄曇一時晴
2013/7/11,30.3,0,2.4,29.5,8,69,1003.1,10.9,34.5,27.4,薄曇後晴,薄曇時々晴
2013/7/12,30.9,0,2.5,28.7,9,65,1004,10.9,34.9,27.8,薄曇,薄曇時々晴
2013/7/13,30.7,0,1.7,28.8,10,66,1006.1,1.4,34.4,27.9,曇,曇
2013/7/14,29.3,36.5,2.4,28.4,10,71,1006.8,4.9,34.6,24.8,薄曇後一時大雨、雷を伴う,曇
2013/7/15,28.5,0,3.2,24.6,10,65,1005.4,6.5,35.1,22.5,曇一時晴,薄曇
2013/7/16,25.3,0,2.6,21.5,9.8,67,1010.3,4.8,29.1,21.6,曇後一時晴,曇後一時雨
2013/7/17,24.6,10.5,2.5,23.7,10,77,1008.8,1.3,29.1,22.1,曇後一時雨,雨時々曇
2013/7/18,27.7,1,3.2,27.6,7.8,75,1000.3,4.9,31.8,23.8,曇後晴,曇時々雨後晴、雷を伴う
2013/7/19,25.4,0,2.8,21.4,6.8,67,1004.8,8.7,30.5,21.4,晴後薄曇,曇
2013/7/20,23.9,0,2.4,19.5,9.3,66,1008.3,3.2,28.3,21.1,曇後一時晴,曇一時晴
2013/7/21,24.8,0,2.5,19.4,10,62,1007.6,8.7,29,21,曇後一時晴,曇
2013/7/22,26.5,0,2.8,26.7,10,77,1005.2,6.1,30.4,23.5,曇,曇一時雨
2013/7/23,28,24.5,2.2,28.3,7.8,76,1002.3,5.9,35.2,25.2,晴後曇一時雨、雷を伴う,曇一時雨、雷を伴う
2013/7/24,25.4,1.5,2.6,27.7,10,85,1001.4,0,27.1,24.3,曇後雨,曇一時雨
2013/7/25,26.7,0,1.5,27.9,10,80,1000.3,0,29.3,24.1,曇,曇
2013/7/26,28.4,0,2.7,29.4,10,76,1000.2,5.1,32.3,25.5,曇,曇後一時晴
2013/7/27,27.6,19.5,3,28.4,8,77,1000.2,5.2,33.1,22.3,晴,雨時々曇後晴、雷を伴う
2013/7/28,27.3,0.5,2,25.4,9.5,71,1002.2,8.1,31.8,22.9,薄曇一時晴,曇一時晴
2013/7/29,26.3,7,2.1,28.2,10,83,999.4,0,27.3,24.9,雨後一時曇,曇
2013/7/30,27.8,0,2.5,28.8,10,78,996.8,2.3,31.2,25,曇,曇
2013/7/31,27.4,0,2.7,28.1,10,77,999.6,0.8,30.7,25.2,曇,曇後一時雨
2013/8/1,27.5,0.5,2.4,29.1,8.8,80,1000.1,3.2,32.8,24.2,曇時々雨後一時晴,曇
2013/8/2,25.6,0,2.6,24,10,73,1004.7,4,29.1,23,曇,曇
2013/8/3,26.7,0,2.5,23.8,7.8,68,1005.2,6.6,30.8,23.5,曇時々晴,晴後曇
2013/8/4,27.8,0,3,27.9,9.5,75,1003.7,2.3,31.3,25.4,曇,曇時々晴
2013/8/5,29.1,0,4.4,29.5,6.5,74,1002.9,7.9,32.2,26.9,晴一時曇,晴後曇
2013/8/6,28.7,10.5,2.9,31.3,9.8,80,1002.7,1.7,32,25.4,曇時々雨、雷を伴う,晴時々曇
2013/8/7,30,0,2.8,27.5,3.5,66,1002.2,10.1,34.5,26,晴,晴後一時曇
2013/8/8,30.3,0,2.6,29.6,5.3,69,1001.4,7.7,34.1,27.3,晴後薄曇,薄曇
2013/8/9,31,0,2.6,33.3,7.5,75,1000.5,9.4,34.5,27.7,晴,晴
2013/8/10,33.2,0,2,33.4,4.5,67,1001.9,10,37.4,29,晴後薄曇,晴一時曇
2013/8/11,32.9,0,2.2,30.5,6.5,61,1003.3,8,38.3,30.4,晴後一時雨、雷を伴う,曇後晴
2013/8/12,31.3,3.5,2.7,30.4,6,67,1004.1,7.8,35.8,27.9,晴時々曇、雷を伴う,曇時々雨、雷を伴う
2013/8/13,30,6.5,3.1,27.3,9.3,66,1006,7.9,34.7,26.2,晴時々曇,薄曇
2013/8/14,30.2,0,2.6,26.1,5,62,1007.4,8.5,34.3,27.3,晴一時曇,快晴
2013/8/15,30,0,3.1,28,2.8,67,1006.8,10.3,34.9,26.5,晴,薄曇後晴
2013/8/16,29.7,0,4,29.4,5.5,71,1005.3,8.9,33,27.6,晴後一時曇,薄曇一時晴
2013/8/17,29.6,0,4.5,27.6,9,67,1004.7,10.1,32.9,27.3,薄曇,薄曇後晴
2013/8/18,29.6,0,4.7,27.9,3.3,67,1004,10.8,33.3,27.5,晴,晴
2013/8/19,30.3,0,4.2,28.8,1.8,67,1003.8,11.2,34.2,27.7,晴一時曇,快晴
2013/8/20,30.5,0,4.4,29.2,5,67,1003,7.7,33.9,28.1,薄曇時々晴,曇
2013/8/21,29.1,26.5,2.3,31.1,9.8,78,1004.3,2,33.4,25.4,曇後一時雨、雷を伴う,曇一時雨、雷を伴う
2013/8/22,28.5,0,2.4,30.2,9.3,78,1006,2.8,32.1,25,曇後晴,曇一時晴
2013/8/23,28.2,7.5,2.1,31.7,10,83,1003.5,0,30.9,24.8,曇後一時雨、雷を伴う,曇時々雨
2013/8/24,29,0.5,2.1,27.2,10,69,998.8,1.6,33.5,24.8,曇一時雨,曇
2013/8/25,25.5,3.5,1.6,24.8,9.3,76,998.9,0,28.5,23.1,雨後曇,晴一時曇
2013/8/26,26.7,4.5,2.7,22.4,7.3,65,999.1,3.9,29.6,23.5,曇,大雨時々曇
2013/8/27,25.4,35.5,2.7,21.6,6.5,69,999.6,9.6,30.5,20.3,晴,晴一時曇
2013/8/28,27.8,0,2.6,20.8,4,57,1002.8,11.1,33.2,23.2,晴,晴時々曇
2013/8/29,28.3,0,3.1,25,6.5,66,1002.1,7.4,32.6,25,晴時々曇,薄曇時々晴
2013/8/30,31.4,0,3.5,28.2,9.8,62,998.9,10.2,36.8,27.5,薄曇,曇後晴
2013/8/31,30.8,0,3.6,29.1,2.5,66,1001.2,7.9,35.3,27.8,晴,晴
2013/9/1,30.4,0,3.7,29.5,4.3,68,1004.8,10.6,35.7,26.3,晴後一時曇,曇時々晴
2013/9/2,29,0,3.2,27.9,8.8,70,1008,5.5,33.1,25.8,晴時々曇,晴後一時曇
2013/9/3,29.6,0,4,28.4,4,69,1007.9,8.2,33.7,27.3,晴一時曇,晴後雨
2013/9/4,27.9,14,4.6,30.7,10,82,1005.1,3.1,30.8,24.7,曇時々雨後一時晴、雷を伴う,曇時々雨、雷を伴う
2013/9/5,27.5,24,3.9,30.6,9.5,84,1007,2.6,29.4,24.8,曇時々雨、雷を伴う,晴後曇
2013/9/6,26,0,2.8,25.1,10,75,1012.1,0.4,28.3,24,曇後一時晴,曇一時晴
2013/9/7,25.9,0,2.3,25.2,10,75,1012.9,1,29.1,23.2,曇,曇
2013/9/8,25.2,46,2.6,27.2,10,85,1008.8,0.1,28.9,21.7,曇時々雨、雷を伴う,雨後曇、雷を伴う
2013/9/9,24.6,0,2.3,21.3,7.5,70,1010.7,5.7,28.7,21.8,曇後晴,晴一時曇
2013/9/10,24.8,1.5,2.2,21.8,9.5,70,1011.4,3.5,27.9,21.4,晴後曇,曇時々雨
2013/9/11,24.7,3.5,2.3,23.9,10,77,1012.5,0.3,27.7,22.2,曇一時雨,曇時々晴
2013/9/12,27.6,0,2.2,24.1,4.8,66,1012,11.7,31.5,23.3,快晴,晴後一時曇
2013/9/13,28.2,0,2.7,27.6,6.8,73,1012.2,8.3,32,25.5,晴,晴後曇
2013/9/14,28.6,0,2.7,28.5,10,73,1009.8,4.7,32.5,25.8,曇一時晴,曇後雨
2013/9/15,26.7,78,2.6,29.9,9.8,85,1003,2.1,29.4,23.5,大雨後薄曇、雷を伴う,曇後一時雨
2013/9/16,26.5,16.5,6.9,24.2,7.5,69,993.7,0.1,29.3,21.7,雨後曇,快晴
2013/9/17,23.5,0,3.2,13.3,1.3,46,1011.9,11.2,28.6,19.9,晴,晴
2013/9/18,23.7,0,2.3,15.1,1.3,54,1015.5,11.4,28.7,19.2,快晴,快晴
2013/9/19,23.9,0,2.3,16.4,0,56,1015.7,10.6,28.8,19.5,快晴,快晴
2013/9/20,24.9,0,3.3,19.9,1.3,64,1014.1,10.8,29.3,20.2,快晴,晴
2013/9/21,25.6,0,2.5,21.9,2.5,67,1011.8,10.8,29.9,21.9,晴一時薄曇,晴後曇
2013/9/22,25.3,0,2.5,21.9,7.8,69,1012.6,6,30.1,22.4,晴後薄曇,曇
2013/9/23,22,0,3.8,16.9,9.5,65,1015.8,2.8,24.3,19,曇一時晴,雨時々曇
2013/9/24,22.7,4,2.8,21.3,10,77,1011.1,1.7,26.4,17.6,曇一時雨,曇後大雨
2013/9/25,23.3,38,2.6,26.3,10,92,1001.7,0,24.6,21.7,雨一時曇,曇
2013/9/26,22.1,6,3.6,19.1,8.5,71,1000.8,1.1,24.2,18.1,曇一時雨,晴一時曇
2013/9/27,19.8,0,2.9,10.9,0.5,47,1014.4,10.5,24.2,16.8,快晴,快晴
2013/9/28,20.3,0,2.2,14,5.5,59,1018.6,7.3,25.3,15.7,晴後曇,曇一時晴
2013/9/29,22.2,0,1.9,15.6,5.5,59,1017.1,5.1,26.2,19.6,晴,晴後一時曇
2013/9/30,22.2,0,2.5,17.1,7.5,65,1014.4,7,26.2,18.6,晴後曇,曇一時雨
2014/6/1,26.6,0,2.4,17.8,0,54,1007.8,13.1,33.1,21,快晴,快晴
2014/6/2,25.5,0,2.3,19,5.8,60,1009.6,11.2,31.4,20.5,晴後薄曇,薄曇
2014/6/3,24,0,2.6,20.7,10,70,1009.3,7.8,28.9,20.4,薄曇,薄曇後一時晴
2014/6/4,24.3,0,3.4,19.7,8.8,65,1008.6,8.1,29.4,22.1,晴時々薄曇,曇
2014/6/5,21.2,18,2.8,19.3,10,77,1006.8,0,23.3,18.6,雨時々曇,雨後一時曇
2014/6/6,19.9,123.5,3.5,21,10,90,1002.6,0,20.9,19,大雨,大雨
2014/6/7,18.4,61.5,3.5,19.7,10,93,1002.5,0,19.2,17.7,雨,雨
2014/6/8,20.5,6.5,2.5,21.6,10,90,1002.3,0,22.4,17.9,雨後時々曇,曇後晴
2014/6/9,22.9,4.5,2,22.8,8.5,82,1007.6,3.1,25.6,19.3,曇後時々雨,雨後時々曇、雷を伴う
2014/6/10,23.5,2,2.3,22.8,10,79,1008.5,3.5,27.8,20.4,曇,曇一時雨
2014/6/11,22.2,13,1.9,23.5,10,88,1003.2,0,24.4,20.9,雨時々曇,雨
2014/6/12,22,16,2.9,23.6,8.8,89,990.2,0.2,23.7,20.7,雨後時々曇,晴
2014/6/13,24.9,1.5,2.4,21.3,3.8,69,991.5,10.7,30.3,20.1,晴後一時雨、雷を伴う,晴一時雨
2014/6/14,24.7,0,3,17.1,1.8,56,999,12.5,29.4,20.1,晴後一時薄曇,晴時々曇
2014/6/15,24.4,0,2.8,17.7,4.5,60,1001,13,29.6,20.1,晴,晴時々曇
2014/6/16,25,0,2.8,19.4,8.8,62,1000.7,11,29.8,21.7,薄曇時々晴,薄曇
2014/6/17,24.3,0,2.8,21.3,10,71,1002,4.2,27.8,21.7,薄曇,曇
2014/6/18,23.2,0,1.9,20.3,10,72,999.4,0.5,25.1,21.7,曇時々雨,曇後晴
2014/6/19,24.8,0,3.3,17.9,4,58,1001,11,28.5,21.4,晴,曇時々晴
2014/6/20,24.6,0,3.6,19.9,9,65,1004.7,9.9,27.9,22,薄曇時々晴,曇一時雨
2014/6/21,24.6,0,3.1,22.4,10,73,1005.3,4,27.7,22.6,曇,曇後雨
2014/6/22,22.5,6,1.8,22.3,10,82,1000.1,0,23.6,21.3,雨後曇,曇
2014/6/23,24.2,0,2.6,20.6,10,69,1000.2,4,27.8,21.3,曇,曇
2014/6/24,22.6,5,1.9,22.4,9.3,82,1001.8,1.3,26.6,20.9,曇時々雨、雷を伴う,曇時々晴後一時雨
2014/6/25,22.6,5.5,1.9,22.3,9.8,82,1006.3,0.6,26.2,20.6,曇時々雨、雷を伴う,曇
2014/6/26,23.6,0,2.6,21.6,10,74,1007.5,6,28.2,20.3,曇,薄曇時々晴
2014/6/27,23.9,7.5,2.3,23.5,9.3,79,1005.4,2.2,26.2,22.2,曇時々雨,曇時々雨
2014/6/28,22.8,13,2.2,24.5,10,88,1000.3,0,24.8,21.5,雨時々曇,雨一時曇
2014/6/29,23.3,27.5,2.2,24.6,9,87,997.6,2.6,28.9,21,曇時々雨後一時晴、雷を伴う,曇一時雨、雷を伴う
2014/6/30,23.6,0,2.7,22.1,10,76,1004.4,2.5,27.3,20.7,曇,曇後一時雨
2014/7/1,25.3,1.5,2.7,22.6,8.5,71,1006.2,5.2,29.6,21,曇後晴,晴一時曇
2014/7/2,25.8,0,2.8,22.2,5.8,68,1006.8,8.8,30.3,22.2,晴時々曇,曇
2014/7/3,24.8,2,2.8,23.8,10,76,1003.7,2.3,27.5,21.8,曇後一時雨,雨
2014/7/4,21.6,5,2.4,23.1,10,89,1001,0,23.4,20.6,雨時々曇,雨時々曇
2014/7/5,22,1.5,2.2,22,8.3,84,1005,0.8,24.3,20.1,曇時々雨,晴時々薄曇
2014/7/6,24.2,0,2.5,21.8,8.5,73,1007.1,6.8,28.5,20.6,薄曇,薄曇後雨
2014/7/7,23.4,7,2.4,25.6,10,89,1003.5,0,24.9,21.6,雨時々曇,晴時々曇
2014/7/8,26.8,0,2.6,23.2,6.8,68,1006.1,10.4,31.5,21.6,晴,曇後時々雨
2014/7/9,24.2,9,2.3,26.6,10,88,1006.4,0,25.7,23.3,曇時々雨,曇時々雨
2014/7/10,26.6,3.5,5.3,29.3,10,84,996.3,1.3,29.7,23.5,曇後一時雨,雨時々曇
2014/7/11,28.5,4,2.8,29.7,8.8,78,989.2,6.4,34.2,24.1,曇時々晴,曇時々雨
2014/7/12,29.2,0,2.9,25.2,9,63,998.8,9.5,32.8,26.5,晴後一時薄曇,曇一時晴
2014/7/13,26.9,0,3.3,26.7,8.8,76,999.8,0.2,28,25.6,曇,曇
2014/7/14,28.5,0,2.6,27.8,10,72,1001.2,6.4,32.9,25.4,曇一時雨後晴,曇一時雨
2014/7/15,28.2,0,2.8,25.4,5.5,67,1008.1,6.7,32.5,24.7,晴一時曇,晴
2014/7/16,28,0,2.7,28,4.5,74,1006.8,10.1,32.3,24.7,晴,薄曇後一時雨
2014/7/17,27.1,0,3.1,26.3,10,74,1008.1,4.1,31.8,24.4,曇一時晴,曇時々雨一時霧雨
2014/7/18,24.9,2.5,2.3,25.3,10,81,1009.2,0,27.5,22.6,曇,曇一時雨、雷を伴う
2014/7/19,23.8,6.5,1.9,24.7,10,84,1009.5,0,26.4,22.1,曇時々雨,曇一時雨
2014/7/20,24.5,53,2.1,24.4,10,81,1007.1,3.1,29.9,21.8,曇後一時大雨、雷を伴う,曇一時雨、雷を伴う
2014/7/21,25,0,2.4,25.2,9.3,80,1007,3.9,28.8,22.6,曇後時々晴,曇時々晴
2014/7/22,27.7,0,2.6,27.7,10,75,1004.4,7,31.2,24.7,薄曇一時晴,曇一時晴
2014/7/23,29.4,0,2.4,28.8,7.8,71,1000.7,9,33.1,25.6,薄曇,曇後一時晴
2014/7/24,29.9,7,2.2,30.1,7.8,72,1000.1,2.5,34.6,26.2,曇後一時雨,晴時々曇一時雨、雷を伴う
2014/7/25,30.5,0,2.7,28.4,2.5,66,1006.6,11.7,35.6,26.4,晴,快晴
2014/7/26,30.5,0,3.3,31,2.3,72,1006.5,10.2,34.6,27.9,晴,快晴
2014/7/27,30.1,3,3.1,29.6,5,69,1000.1,9,34.5,27.1,晴後一時雨、雷を伴う,晴時々曇一時雨
2014/7/28,27.7,0,3.1,21.2,3.3,57,1004.5,8.4,30.7,25.9,晴一時曇,快晴
2014/7/29,27.6,0,3.3,22.3,3.5,61,1009.9,11.4,31.8,24.1,晴,晴
2014/7/30,27.9,0,3.5,25.8,5.3,69,1011.7,9,31.8,25,晴,晴
2014/7/31,29.5,0,2.8,28.5,3.8,70,1009,11.4,33.9,26.1,晴,晴時々薄曇
2014/8/1,29.8,0,3,29.6,6.8,71,1006.9,11.8,33.5,26.6,薄曇時々晴,曇一時雨後時々晴、雷を伴う
2014/8/2,30.9,0,2.2,27.9,7,63,1005.5,10.5,35.3,27,晴,快晴
2014/8/3,31,0,2.9,27.3,4.5,61,1004.1,10.8,35.5,27.9,晴後時々薄曇,薄曇時々晴
2014/8/4,30.5,0,4.8,27.5,8.5,64,1003,9.1,34.7,27.8,薄曇,晴一時曇
2014/8/5,31.1,0,5.9,28.4,1,64,1001.8,12.9,36.1,28,快晴,快晴
2014/8/6,30.8,0,5.6,28,0,64,1001.3,12.7,35.7,27.9,快晴,快晴
2014/8/7,29.7,0,5.1,27.3,3.5,65,1002.4,11.1,34.2,27.6,晴,曇時々晴
2014/8/8,29,0,2.4,26.9,9,67,1004.7,1.7,31.7,26.6,曇時々雨,曇
2014/8/9,25.4,0,3.3,25.9,10,80,1007.2,0,27.8,22.8,曇時々雨,曇時々雨
2014/8/10,26.3,45,5.5,29.3,10,86,997.7,0.2,29.4,22.2,曇時々雨,曇一時雨
2014/8/11,29.4,0,7.3,27.9,8.3,69,993.5,9.8,32.9,27.3,晴後一時曇,曇時々晴
2014/8/12,26.3,0.5,3.2,26.9,8.5,79,1000.8,0.1,29.6,21.7,曇後雨,曇一時雨
2014/8/13,26.7,0,2.1,26.4,9.5,76,1005.6,6.1,31.5,21.9,曇一時晴,曇一時雨
2014/8/14,27.1,19.5,1.3,30.6,10,86,1007,1.1,30.1,25.8,曇後雨,晴時々曇一時雨
2014/8/15,29.5,0,5.1,29.7,7.5,73,1003.4,11.9,33.6,25.6,薄曇,晴時々薄曇
2014/8/16,27,1.5,3.1,28.7,9,80,1005.1,1.6,31.2,23.2,曇時々雨,曇
2014/8/17,26.2,0,2,27.2,9,81,1009.3,4,30.8,22.3,曇,曇時々晴
2014/8/18,29.1,0,3,28.9,5.8,72,1010.2,6.9,33.6,26,曇後晴,晴
2014/8/19,30.3,0,3.3,28.6,1.8,67,1009,12.2,34.7,26.5,晴,快晴
