年月日,最高気温,平均蒸気圧,平均雲量,平均風速,降水量の合計,日照時間
2017/7/27,33.8,29.8,9.8,4.3,0,5.7
2017/7/28,32.2,31.2,8,3.9,0,5
2017/7/29,33.6,32.7,10,1.9,4,5.5
2017/7/30,31.6,31.9,8.8,3.2,6.5,5.8
2017/7/31,32.5,32.7,8.8,3.2,0,7.4
2017/8/1,32.8,30.1,8.5,3.1,0.5,5.4
2017/8/2,34.8,26.3,5,4.6,0,7.6
2017/8/3,34.8,26.4,4,7.9,0,9.8
2017/8/4,35.1,29.9,5.8,6.6,6,8.1
2017/8/5,33.3,30.5,4.3,4.4,0,8.7
2017/8/6,34.2,30.9,2.8,3.4,0,11
2017/8/7,29.7,30.9,10,10.4,51,0
2017/8/8,32.8,28.5,5.8,4.8,0.5,4.1
2017/8/9,31.8,28,5.3,2.9,0,10.2
2017/8/10,33.1,31.2,7.8,3.1,0.5,7.3
2017/8/11,35.2,29.1,6.3,3.5,0,7.2
2017/8/12,32.7,25.7,6.5,3,0,6.6
2017/8/13,32.2,23.6,7.3,2.8,0,6.2
2017/8/14,30.3,25,8.3,2.5,0,2.6
2017/8/15,28.7,29.5,10,3.8,3,0
2017/8/16,32.8,29.9,9,2.6,0,4.1
2017/8/17,31.4,30.3,7.8,3.9,0,6.8
2017/8/18,31.4,29.9,6.5,3.6,0,8.5
2017/8/19,33.4,26.5,3.8,2.9,0,11
2017/8/20,32.8,27.3,6.8,3.5,0,11.7
2017/8/21,32.8,28.9,6.8,2.9,0,10
2017/8/22,31.5,31.4,9.3,3,0,3.7
2017/8/23,33.6,31.5,9,3.5,0,8.3
2017/8/24,34.8,30.8,4.5,3.7,0,11.1
2017/8/25,34.7,31,8.5,3.8,0,6.8
2017/8/26,30.1,24.9,10,3,8,0.7
2017/8/27,32.4,18.6,5.8,3.7,0,12.3
2017/8/28,32.3,27.5,7.5,3.3,0,1.7
2017/8/29,31.8,30.7,10,3.2,0,9.2
2017/8/30,31.9,24.8,5.8,2.9,0,5.5
2017/8/31,32.1,15.9,2.8,4,0,11.8
2017/9/1,30.6,17,2.5,4.1,0,9.4
2017/9/2,30.2,18.4,3.8,4.6,0,9
2017/9/3,30.4,17.3,6,3.7,0,6.7
2017/9/4,27.7,16,10,2.9,0,0.7
2017/9/5,27.7,19.4,10,3.3,0,1.2
2017/9/6,28.2,25.2,10,3.5,1,0.7
2017/9/7,28.6,29.7,10,2.7,38.5,0
2017/9/8,30.2,20.9,4,3.2,0,8.8
2017/9/9,30.6,19.6,5.8,2.6,0,9.7
2017/9/10,31.3,22.9,8.8,2.9,0,9.8
2017/9/11,29.3,24.8,10,3.1,1.5,1
2017/9/12,27.2,28,10,3.2,38.5,0.9
2017/9/13,28.5,23,7.8,2.4,0,9.2
2017/9/14,28.9,18.3,9.8,3.5,0,7.6
2017/9/15,26.1,15.5,10,5.2,0,3.9
2017/9/16,23.4,20.2,10,9.5,16,0
2017/9/17,27,22.3,10,13,74.5,2.1
2017/9/18,28.9,21.4,5.3,4.2,3,9.8
2017/9/19,28.3,19.6,8.8,3.1,0,8.6
2017/9/20,26.4,22.2,10,3.3,0,0
2017/9/21,26.3,16.7,9.5,2.5,0,6.4
2017/9/22,22.9,19.1,8,6.3,4.5,0
2017/9/23,26.1,21.9,9.3,2.9,0,1.7
2017/9/24,26.6,18.8,7.3,1.9,0,6.2
2017/9/25,29.2,20.2,4.5,2.4,0,11.1
2017/9/26,28.8,21.9,4.5,3.2,0,11.3
2017/9/27,26.2,21.8,10,4,2.5,2.3
2017/9/28,24.7,20.7,7,3,6,0.7
2017/9/29,24.8,15.5,3.5,2.9,0,11.2
2017/9/30,25.3,13.4,5.3,2.7,0,9.3
2018/5/1,26.9,15.6,6.3,2.3,0,11.7
2018/5/2,21.8,18.8,10,2,21.5,0
2018/5/3,21.1,14.2,7.5,5.4,0.5,7.2
2018/5/4,19.1,8.7,2.3,5.3,0,10.5
2018/5/5,21.8,9.4,3.8,3.4,0,11.8
2018/5/6,23.4,14.3,7.8,2.7,28,6
2018/5/7,20.2,20.3,10,2.8,56.5,0
2018/5/8,19.9,15.3,10,3.7,7,1.1
2018/5/9,20.3,11.3,6.8,4.3,3.5,5.6
2018/5/10,17.1,9.9,3.8,2.9,0,6
2018/5/11,23.5,10.5,5.3,2.9,0,12.3
2018/5/12,22.9,14.1,8,3.3,0,11.5
2018/5/13,19.8,18.9,10,3,67.5,0
2018/5/14,24.5,16.6,3.8,2.8,0,12.3
2018/5/15,26.5,14.2,4,3.3,0,12.2
2018/5/16,27.1,19.1,9.3,3.1,0,5.1
2018/5/17,26.3,22.5,9.8,4.2,0,8.4
2018/5/18,26,24,10,3.3,18,1.8
2018/5/19,21.8,13.7,9,4.8,0.5,3.1
2018/5/20,22.9,11.5,9,4,0,10.1
2018/5/21,27.5,12.3,4,4.4,0,12.5
2018/5/22,27.6,13,6.8,3.3,0,13.1
2018/5/23,21.1,18.4,10,4.9,12.5,0
2018/5/24,26,15.1,4.8,2.7,0,12.9
2018/5/25,27.6,13.4,9.3,2.6,0,9.8
2018/5/26,25,16.5,7.5,2.5,0,4.2
2018/5/27,27.4,16.1,5.8,2.6,0,10
2018/5/28,24.9,19.6,10,2.4,0,0.2
2018/5/29,27.7,19.3,10,3.3,0,1
2018/5/30,22.1,20.2,8.5,4.5,15.5,0.3
2018/5/31,21.6,19.9,10,2.1,9.5,0
2018/6/1,26,14.1,3.8,3.1,0,8.8
2018/6/2,27.6,15.7,0,3.4,0,13.6
2018/6/3,25.9,18.1,7.3,3.1,0,12
2018/6/4,28.3,18.6,6.8,3.1,0,12.3
2018/6/5,26.3,19.2,9.5,2.4,9,4.6
2018/6/6,22,21.4,10,6.3,32.5,0
2018/6/7,27,22.7,10,2.9,2,8.4
2018/6/8,24.7,25.1,10,1.9,18.5,0.3
2018/6/9,28.9,20.1,5,2.9,0,10.6
2018/6/10,24.8,20,10,7.2,3,0
2018/6/11,27.7,22.8,10,6.5,4,0.6
2018/6/12,24.3,20.2,8.5,2.4,0.5,0.8
2018/6/13,24.8,15.4,4,3.8,0,5.2
2018/6/14,25.3,16.2,7.3,1.7,0,7.2
2018/6/15,25.1,19.1,10,3.2,4.5,0.1
2018/6/16,24.1,13.6,3.3,3.2,0,13.7
2018/6/17,26.7,17.6,7.5,4.4,0,12.7
2018/6/18,28.2,20.4,9.8,7.6,0,4.2
2018/6/19,24.8,23.1,9,2.5,3.5,0.1
2018/6/20,23.1,25.3,10,3,47,0
2018/6/21,25.3,23.2,10,2.1,0,4
2018/6/22,29.4,20.6,8.8,2.4,0,9.2
2018/6/23,25.3,21.1,10,3.2,17,0
2018/6/24,27.6,21.9,9.5,3.4,1,8.6
2018/6/25,31.3,22.9,3,2.6,0,13
2018/6/26,29.6,26.9,8.5,3.4,0.5,9.3
2018/6/27,28,28.7,10,4.6,0.5,1.9
2018/6/28,28.1,28.9,10,4.7,0,6
2018/6/29,27.5,28.3,10,3.9,59.5,0.5
2018/6/30,31,29.4,10,3.3,12.5,6.2
2018/7/1,32.3,27.6,6.3,3.4,0,9.4
2018/7/2,31.4,27.9,5.8,4.7,0,11
2018/7/3,31.3,25.6,10,3.1,0,3
2018/7/4,28.5,28.8,10,5.6,4,0
2018/7/5,25.5,29.2,10,6.1,205.5,0
2018/7/6,25.7,29.2,10,2.4,166.5,0
2018/7/7,25.5,29.2,10,2.5,62.5,0
2018/7/8,31.2,27.6,9,2.7,1,3.7
2018/7/9,31.6,27.5,8,3.3,0,12.1
2018/7/10,31.3,28.3,4.8,2.9,0,12.7
2018/7/11,31.5,29.7,7.5,2.5,0,6
2018/7/12,32.3,29,10,1.9,0,2
2018/7/13,32.6,29.3,9,2.6,0,7.9
2018/7/14,34.7,29.9,3.5,2.8,0,13.5
2018/7/15,33.2,29.1,0,3.2,0,13.3
2018/7/16,36.2,29.7,5.3,3.3,0,12.3
2018/7/17,32.7,30,9,3.5,0,11.6
2018/7/18,35.9,30,4.8,3,0,12.1
2018/7/19,36.4,29,0.5,3.5,0,12.8
2018/7/20,34.6,31.7,5,3.6,0,11.8
2018/7/21,33.1,29.5,1.5,3.5,0,13.2
2018/7/22,32,31.3,5.8,3.4,0,12.1
2018/7/23,35.9,31.8,3.3,3.3,0,11.8
2018/7/24,36.4,26.8,1.5,3.3,0,12.3
2018/7/25,35.4,27.7,6.8,3.4,0,12
2018/7/26,35.6,30.8,10,3.4,20,9.2
2018/7/27,31,28.2,5.8,3.8,4,8.4
2018/7/28,32.6,26.5,10,2.8,0,1.6
2018/7/29,30.9,29.5,8.5,5.9,68,3.1
2018/7/30,34.5,27,3,7.4,0,6.6
2018/7/31,35.9,27.7,3.8,4.9,0,11.7
2018/8/1,32.9,29.8,0.8,3.3,0,12.8
2018/8/2,31.9,31.8,7.3,3.4,0,8.1
2018/8/3,34.9,29.8,1,3,0,12.1
2018/8/4,34.8,24.3,0,2.4,0,13.1
2018/8/5,34.7,29.2,1.5,2.9,0,12.6
2018/8/6,35.3,29.9,5.8,3.3,0,9
2018/8/7,34.8,23.6,3.3,3.2,0,12.4
2018/8/8,31.8,22.9,5,3.5,0,9
2018/8/9,31.8,27.7,8.8,3.4,0,3.4
2018/8/10,31.8,29.4,7.5,2.7,0,1.4
2018/8/11,32.9,30.6,7.5,3.1,0,11.6
2018/8/12,32.8,31.6,8.8,3.2,0,7.1
2018/8/13,33.3,31.6,8,2.9,0,7.8
2018/8/14,35.8,30.1,9.5,2.9,0,9.8
2018/8/15,31,30.3,10,2.5,1,0.2
2018/8/16,29.4,30.8,10,3.6,3.5,2
2018/8/17,29.5,17.2,5.5,4.3,0,12.1
2018/8/18,29.9,16.9,9.8,2.9,0,11.9
2018/8/19,32,20.2,6.5,4,0,12
2018/8/20,34.1,23.7,10,6.1,0,9.3
2018/8/21,33.9,30,7,3.4,0.5,7.3
2018/8/22,37,25.7,3.5,5,0,12.6
2018/8/23,35.6,28.7,6.8,11.1,65,7.5
2018/8/24,30.2,32.3,9.8,7,58,3.8
2018/8/25,31,31.7,6.3,3.9,0,8.5
2018/8/26,31,31.2,5.3,3.6,0,11.5
2018/8/27,33.4,29.5,2,3.4,0,11.8
2018/8/28,30.9,30.2,8.8,2.8,0.5,5.5
2018/8/29,32.1,31.1,3,3.8,0,9.8
2018/8/30,30.9,29.5,10,3.7,0,8.1
2018/8/31,31.2,31.6,6.8,4,7,8.9
2018/9/1,27.7,26.8,10,3.1,2.5,0
2018/9/2,29.8,23.9,8,3.2,0,3.7
2018/9/3,31.5,26.1,4.8,3.4,0,11.1
2018/9/4,30.3,28.7,9,9.3,84.5,0.7
2018/9/5,30.5,25.7,5.3,3.5,0,8.1
2018/9/6,29.1,26,10,2.8,7,2.7
2018/9/7,28.3,30,10,4.5,79.5,0.1
2018/9/8,26.3,26,10,3.1,62,0
2018/9/9,26.3,28.4,10,2.3,19,0.5
2018/9/10,26.2,24.3,8.8,2.2,33,2.5
2018/9/11,28,21.2,10,2.8,0,6.7
2018/9/12,25.2,22.1,10,8,1,0
2018/9/13,26.4,21.8,10,6.7,0,0
2018/9/14,26.6,24.6,10,6.9,10.5,0.6
2018/9/15,27.5,27.8,10,3.3,0,0.5
2018/9/16,30.4,28.1,8,3.2,0,9
2018/9/17,28.7,25,7.3,2.8,0,1.7
2018/9/18,28.3,21.4,4.8,2.3,0,8.4
2018/9/19,29.1,15.6,6,2.8,0,9.2
2018/9/20,24.7,19.9,10,5.3,23.5,0
2018/9/21,26.6,25.1,10,5.2,14.5,0.5
2018/9/22,28.5,24.3,10,2.7,12,3.1
2018/9/23,26.6,20.9,8.5,2.3,0,2.8
2018/9/24,27,19.8,9.5,1.7,0,2.1
2018/9/25,23.9,19.1,10,2.6,2,0.1
2018/9/26,26,18.3,8.3,4.1,9.5,2.5
2018/9/27,22.8,17.8,8.3,3.3,11.5,1.2
2018/9/28,26.3,16,0.8,2.7,0,11.5
2018/9/29,22,19.6,10,7.2,50.5,0
2018/9/30,26.1,23.4,10,11.7,42,0
